WATER_TYPE_NAME,Mgmt_Unit,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,LAST_ASSESSED_CYCLE,DWQ_Category,EPA_IR_CATEGORY_ID,PARAMETER_CODE_NAME,PARAMETER_ATTAINMENT,Parameter_Status,Uses,FIRST_LISTED_CYCLE,CWA303D_PRIORITY_RANKING,WATER_SIZE,UNITS
RIVER,Upper Provo River,UT16020203-012_00,Daniels Creek-2,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,11.6439,Miles
RIVER,Upper Provo River,UT16020203-013_00,Provo Deer Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2008,Low,20.467,Miles
RIVER,Upper Provo River,UT16020203-014_00,Snake Creek-1,2022,Not Supporting,5,ARSENIC,Not meeting criteria,TMDL Needed,Domestic Source,2006,High,4.904,Miles
RIVER,Upper Provo River,UT16020203-014_00,Snake Creek-1,2022,Not Supporting,5,CHROMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,4.904,Miles
RIVER,Upper Provo River,UT16020203-015_00,Snake Creek-2,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2020,Low,17.2894,Miles
RIVER,Upper Provo River,UT16020203-016_00,McHenry Creek,2022,Not Supporting,5,CADMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,0.8853,Miles
RIVER,Upper Provo River,UT16020203-017_00,Little South Fork Provo,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,30.3416,Miles
RIVER,Upper Provo River,UT16020203-018_00,South Fork Provo,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,30.5914,Miles
RIVER,Upper Provo River,UT16020203-019_00,Lake Creek-2,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,22.9166,Miles
RIVER,Upper Provo River,UT16020203-020_00,Lost Creek and tributaries from confluence with Provo River,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Upper Provo River,UT16020203-021_00,Upper Falls Drainage,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0.4365,Miles
RIVER,Upper Provo River,UT16020203-022_00,Bridal Veil Falls,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Upper Provo River,UT16020203-023_00,Provo Lower Tributaries,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Upper Provo River,UT16020203-024_00,Rock Canyon,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.4167,Miles
RIVER,Upper Provo River,UT16020203-025_00,Provo Canyon,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Upper Provo River,UT16020203-026_00,Heber Valley,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2020,Low,46.869,Miles
RIVER,Upper Provo River,UT16020203-026_00,Heber Valley,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2022,Low,46.869,Miles
RIVER,Upper Provo River,UT16020203-027_00,Spring Creek-Heber,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2016,High,10.0982,Miles
RIVER,Upper Provo River,UT16020203-028_01,Provo Tributaries-Heber-1,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,4.5564,Miles
RIVER,Upper Provo River,UT16020203-028_02,Provo Tributaries-Heber-2,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,10.8871,Miles
RIVER,Jordan River,UT16020204-001_01,Jordan River-1,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (54300),"Aquatic Wildlife (Warm Water), Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2002,High,9.1094,Miles
RIVER,Jordan River,UT16020204-001_01,Jordan River-1,2022,Not Supporting but has Approved TMDL for some parameters,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Warm Water), Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2008,Low,9.1094,Miles
RIVER,Jordan River,UT16020204-001_02,North Canyon Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,COPPER,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2014,Low,0,Miles
RIVER,Jordan River,UT16020204-001_02,North Canyon Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2008,Low,0,Miles
RIVER,Jordan River,UT16020204-001_02,North Canyon Creek,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (54300),"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2002,Low,0,Miles
RIVER,Jordan River,UT16020204-002_00,Jordan River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (54321),"Aquatic Wildlife (Warm Water), Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2002,High,4.428,Miles
RIVER,Jordan River,UT16020204-002_00,Jordan River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2006,High,4.428,Miles
RIVER,Jordan River,UT16020204-002_00,Jordan River-2,2022,Not Supporting but has Approved TMDL for some parameters,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,4.428,Miles
RIVER,Jordan River,UT16020204-003_00,Jordan River-3,2022,Not Supporting but has Approved TMDL for some parameters,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,4.392,Miles
RIVER,Jordan River,UT16020204-003_00,Jordan River-3,2022,Not Supporting but has Approved TMDL for some parameters,5,"PHOSPHORUS, TOTAL",Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,4.392,Miles
RIVER,Jordan River,UT16020204-003_00,Jordan River-3,2022,Not Supporting but has Approved TMDL for some parameters,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2006,High,4.392,Miles
RIVER,Jordan River,UT16020204-003_00,Jordan River-3,2022,Not Supporting but has Approved TMDL for some parameters,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Approved (54322),Aquatic Wildlife (Warm Water),2008,High,4.392,Miles
RIVER,Jordan River,UT16020204-004_00,Jordan River-4,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2010,Low,5.6731,Miles
RIVER,Jordan River,UT16020204-004_00,Jordan River-4,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,High,5.6731,Miles
RIVER,Jordan River,UT16020204-004_00,Jordan River-4,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2008,Low,5.6731,Miles
RIVER,Jordan River,UT16020204-005_00,Jordan River-5,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2006,Low,4.6338,Miles
RIVER,Jordan River,UT16020204-005_00,Jordan River-5,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2006,High,4.6338,Miles
RIVER,Jordan River,UT16020204-006_01,Jordan River-6,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2006,Low,12.6409,Miles
RIVER,Jordan River,UT16020204-006_01,Jordan River-6,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,12.6409,Miles
RIVER,Jordan River,UT16020204-006_02,Big Willow Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2008,Low,6.00E-04,Miles
RIVER,Jordan River,UT16020204-006_02,Big Willow Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2006,Low,6.00E-04,Miles
RIVER,Jordan River,UT16020204-006_03,Dry Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2006,Low,0.0126,Miles
RIVER,Jordan River,UT16020204-006_03,Dry Creek,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2008,Low,0.0126,Miles
RIVER,Jordan River,UT16020204-007_00,Jordan River-7,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Warm Water),2008,Low,3.8478,Miles
RIVER,Jordan River,UT16020204-007_00,Jordan River-7,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2020,Low,3.8478,Miles
RIVER,Jordan River,UT16020204-009_00,City Creek-1,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,4.1992,Miles
RIVER,Jordan River,UT16020204-010_00,City Creek-2,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,6.2989,Miles
RIVER,Jordan River,UT16020204-011_00,Red Butte Creek Upper,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,5.6285,Miles
RIVER,Jordan River,UT16020204-012_00,Emigration Creek,2022,Approved TMDL,4A,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Approved (42669),Recreation and Aesthetics (Infrequent Primary Contact),2008,Low,3.6719,Miles
RIVER,Jordan River,UT16020204-013_00,Parleys Canyon Creek-2,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2022,Low,15.7211,Miles
RIVER,Jordan River,UT16020204-013_00,Parleys Canyon Creek-2,2022,Not Supporting,5,CADMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,15.7211,Miles
RIVER,Jordan River,UT16020204-014_00,Mountain Dell Creek-1,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,0.8461,Miles
RIVER,Jordan River,UT16020204-015_00,Mountain Dell Creek-2,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,7.7648,Miles
RIVER,Jordan River,UT16020204-016_00,North Canyon,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,0,Miles
RIVER,Jordan River,UT16020204-017_00,Mill Creek2-SLCity,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2010,Low,7.5068,Miles
RIVER,Jordan River,UT16020204-017_00,Mill Creek2-SLCity,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2002,High,7.5068,Miles
RIVER,Jordan River,UT16020204-018_00,Mill Creek3-SLCity,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,19.0594,Miles
RIVER,Jordan River,UT16020204-019_00,Big Cottonwood Creek-1,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2006,Low,10.0393,Miles
RIVER,Jordan River,UT16020204-019_00,Big Cottonwood Creek-1,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,High,10.0393,Miles
RIVER,Jordan River,UT16020204-019_00,Big Cottonwood Creek-1,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,10.0393,Miles
RIVER,Jordan River,UT16020204-020_00,Big Cottonwood Creek-2,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2022,Low,44.4571,Miles
RIVER,Jordan River,UT16020204-020_00,Big Cottonwood Creek-2,2022,Not Supporting,5,CADMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,44.4571,Miles
RIVER,Jordan River,UT16020204-020_00,Big Cottonwood Creek-2,2022,Not Supporting,5,COPPER,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,44.4571,Miles
RIVER,Jordan River,UT16020204-021_00,Little Cottonwood Creek-1,2022,Not Supporting,5,CADMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,9.669,Miles
RIVER,Jordan River,UT16020204-021_00,Little Cottonwood Creek-1,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact)",2008,Low,9.669,Miles
RIVER,Jordan River,UT16020204-021_00,Little Cottonwood Creek-1,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2006,Low,9.669,Miles
RIVER,Jordan River,UT16020204-021_00,Little Cottonwood Creek-1,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2006,Low,9.669,Miles
RIVER,Jordan River,UT16020204-021_00,Little Cottonwood Creek-1,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,High,9.669,Miles
RIVER,Jordan River,UT16020204-022_00,Little Cottonwood Creek-2,2022,Not Supporting but has Approved TMDL for some parameters,5,PH,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2014,Low,30.0211,Miles
RIVER,Jordan River,UT16020204-022_00,Little Cottonwood Creek-2,2022,Not Supporting but has Approved TMDL for some parameters,5,COPPER,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,30.0211,Miles
RIVER,Jordan River,UT16020204-022_00,Little Cottonwood Creek-2,2022,Not Supporting but has Approved TMDL for some parameters,5,ZINC,Not meeting criteria,TMDL Approved (4014),Aquatic Wildlife (Cold Water),1998,Low,30.0211,Miles
RIVER,Jordan River,UT16020204-022_00,Little Cottonwood Creek-2,2022,Not Supporting but has Approved TMDL for some parameters,5,CADMIUM,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,30.0211,Miles
RIVER,Jordan River,UT16020204-023_00,Bingham Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,4.369,Miles
RIVER,Jordan River,UT16020204-023_00,Bingham Creek,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2014,Low,4.369,Miles
RIVER,Jordan River,UT16020204-024_01,Midas Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,1.4885,Miles
RIVER,Jordan River,UT16020204-024_01,Midas Creek,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2014,Low,1.4885,Miles
RIVER,Jordan River,UT16020204-024_01,Midas Creek,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,Low,1.4885,Miles
RIVER,Jordan River,UT16020204-024_02,Butterfield Creek,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2014,Low,4.6699,Miles
RIVER,Jordan River,UT16020204-024_02,Butterfield Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2014,Low,4.6699,Miles
RIVER,Jordan River,UT16020204-025_00,Parleys Canyon Creek-1,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,13.5741,Miles
RIVER,Jordan River,UT16020204-025_00,Parleys Canyon Creek-1,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,"Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2010,High,13.5741,Miles
RIVER,Jordan River,UT16020204-025_00,Parleys Canyon Creek-1,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,13.5741,Miles
RIVER,Jordan River,UT16020204-026_00,Mill Creek1-SLCity,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Non-game Fish and Other),2014,Low,1.0993,Miles
RIVER,Jordan River,UT16020204-026_00,Mill Creek1-SLCity,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,High,1.0993,Miles
RIVER,Jordan River,UT16020204-027_00,Coon Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,4.1047,Miles
RIVER,Jordan River,UT16020204-028_00,Barneys Canyon Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,2.3925,Miles
RIVER,Jordan River,UT16020204-029_00,Rose Creek,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,High,7.0181,Miles
RIVER,Jordan River,UT16020204-030_00,Bells Canyon,2008,Insufficient Data,3,NA,NA,NA,NA,NA,NA,4.4335,Miles
RIVER,Jordan River,UT16020204-031_00,Little Willow Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,2.7942,Miles
RIVER,Jordan River,UT16020204-032_00,Surplus Canal,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,11.5084,Miles
RIVER,Jordan River,UT16020204-033_00,Emigration Creek Lower,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2014,High,1.0808,Miles
RIVER,Jordan River,UT16020204-034_00,State Canal,2022,Not Supporting,5,"AMMONIA, TOTAL",Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Warm Water), Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2016,Low,4.4925,Miles
RIVER,Jordan River,UT16020204-034_00,State Canal,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Warm Water), Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2014,Low,4.4925,Miles
RIVER,Jordan River,UT16020204-034_00,State Canal,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2016,Low,4.4925,Miles
RIVER,Jordan River,UT16020204-035_00,Red Butte Creek Lower,2022,Not Supporting,5,DISSOLVED OXYGEN,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,2.3245,Miles
RIVER,Jordan River,UT16020204-035_00,Red Butte Creek Lower,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2022,High,2.3245,Miles
RIVER,Jordan River,UT16020204-035_00,Red Butte Creek Lower,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,2.3245,Miles
RIVER,Jordan River,UT16020204-036_00,Lee Creek,2022,Fully Supporting,1,NA,NA,NA,NA,NA,NA,5.1666,Miles
RIVER,West Desert,UT16020301-001_00,Lake Creek-Millard Co,2022,Not Supporting,5,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Warm Water), Aquatic Wildlife (Cold Water)",2020,Low,19.5446,Miles
RIVER,West Desert,UT16020301-002_00,Hamlin Valley Wash,2020,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,3.29,Miles
RIVER,West Desert,UT16020304-001_00,Vernon Creek,2020,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact)",2014,Low,13.511,Miles
RIVER,West Desert,UT16020304-002_00,Faust Creek,2016,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2016,Low,13.5997,Miles
RIVER,West Desert,UT16020304-003_00,North Willow Creek,2014,Insufficient Data,3,NA,NA,NA,NA,NA,NA,4.1792,Miles
RIVER,West Desert,UT16020304-004_00,Ophir Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.829,Miles
RIVER,West Desert,UT16020304-005_00,Soldier Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,6.6452,Miles
RIVER,West Desert,UT16020304-006_00,Settlement Canyon Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,1.1415,Miles
RIVER,West Desert,UT16020304-007_00,Middle Canyon,2020,Insufficient Data,3,NA,NA,NA,NA,NA,NA,4.6231,Miles
RIVER,West Desert,UT16020304-008_00,South Willow Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.5179,Miles
RIVER,West Desert,UT16020304-009_00,Clover Creek,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,3.5157,Miles
RIVER,West Desert,UT16020306-001_00,Trout Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,14.4446,Miles
RIVER,West Desert,UT16020306-002_00,Granite Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,13.7695,Miles
RIVER,West Desert,UT16020306-003_00,Thomas Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,11.7418,Miles
RIVER,West Desert,UT16020306-004_00,Basin Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,7.1306,Miles
RIVER,West Desert,UT16020306-005_00,Deep Creek - 1 WD/C,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,53.1106,Miles
RIVER,West Desert,UT16020308-001_00,Donner Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,1.3173,Miles
RIVER,West Desert,UT16020308-002_00,Bettridge Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,2.3792,Miles
RIVER,West Desert,UT16020308-003_00,Red Butte Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,12.3414,Miles
RIVER,West Desert,UT16020308-004_00,Pine Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,15.6838,Miles
RIVER,West Desert,UT16020308-005_00,Warm Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,3.1592,Miles
RIVER,West Desert,UT16020308-006_00,Straight Fork Creek,2022,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,4.545,Miles
RIVER,West Desert,UT16020308-007_00,Grouse Creek,2020,No Evidence of Impairment,2,NA,NA,NA,NA,NA,NA,38.8971,Miles
RIVER,West Desert,UT16020308-008_00,Birch Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,9.539,Miles
RIVER,West Desert,UT16020308-009_00,Cottonwood Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,5.0499,Miles
RIVER,West Desert,UT16020308-010_00,Muddy Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,2.7383,Miles
RIVER,West Desert,UT16020309-001_00,Deep Creek,2010,Insufficient Data,3,NA,NA,NA,NA,NA,NA,8.7959,Miles
RIVER,West Desert,UT16020309-002_00,Blue Creek,2022,Not Supporting,5,BORON,Not meeting criteria,TMDL Needed,Agricultural,2020,Low,7.0478,Miles
RIVER,West Desert,UT16020309-002_00,Blue Creek,2022,Not Supporting,5,TOTAL DISSOLVED SOLIDS (TDS),Not meeting criteria,TMDL Needed,Agricultural,2012,Low,7.0478,Miles
RIVER,West Desert,UT16020309-002_00,Blue Creek,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Waterfowl, Shorebirds, and Other), Recreation and Aesthetics (Infrequent Primary Contact)",2012,Low,7.0478,Miles
RIVER,West Desert,UT16020309-002_00,Blue Creek,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2020,Low,7.0478,Miles
RIVER,West Desert,UT16020309-002_00,Blue Creek,2022,Not Supporting,5,SELENIUM,Not meeting criteria,TMDL Needed,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",2012,Low,7.0478,Miles
RIVER,Upper Sevier River,UT16030001-001_00,Piute West,2022,Insufficient Data,3,NA,NA,NA,NA,NA,NA,11.6187,Miles
RIVER,Upper Sevier River,UT16030001-002_00,Sevier River-4,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2022,Low,17.8962,Miles
RIVER,Upper Sevier River,UT16030001-004_00,Bear Creek,2022,Not Supporting,5,TEMPERATURE,Not meeting criteria,TMDL Needed,Aquatic Wildlife (Cold Water),2014,Low,8.1627,Miles
RIVER,Upper Sevier River,UT16030001-004_00,Bear Creek,2022,Not Supporting,5,ESCHERICHIA COLI (E. COLI),Not meeting criteria,TMDL Needed,Recreation and Aesthetics (Infrequent Primary Contact),2020,Low,8.1627,Miles
RIVER,Upper Sevier River,UT16030001-004_00,Bear Creek,2022,Not Supporting,5,PH,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact)",2022,Low,8.1627,Miles
RIVER,Upper Sevier River,UT16030001-004_00,Bear Creek,2022,Not Supporting,5,COPPER,Not meeting criteria,TMDL Needed,"Agricultural, Aquatic Wildlife (Cold Water)",2014,Low,8.1627,Miles
